trial_number,receive_time,node,ts,px,py,yaw,temp
2,1778095823.7139425,1,62041,-0.000119,-0.006938,0.163471,49.6
2,1778095823.7618425,1,62091,-0.000274,-0.006767,0.16375,49.6
2,1778095823.8162484,1,62141,-0.000401,-0.006618,0.1639,49.6
2,1778095823.8646321,1,62191,-0.000581,-0.006403,0.164141,49.6
2,1778095823.927805,1,62256,-0.000813,-0.006125,0.164352,49.6
2,1778095823.9618087,1,62292,-0.000957,-0.005942,0.164346,49.6
2,1778095824.0165749,1,62345,-0.00116,-0.00568,0.164542,49.6
2,1778095824.061818,1,62391,-0.001339,-0.005452,0.164712,49.6
2,1778095824.1129982,1,62441,-0.001553,-0.005188,0.164912,49.6
2,1778095824.161969,1,62491,-0.001774,-0.004916,0.165138,49.6
2,1778095824.2127488,1,62541,-0.002002,-0.004627,0.165346,49.6
2,1778095824.2635756,1,62591,0.00102,-0.008552,0.165498,49.6
2,1778095824.3144424,1,62641,0.001063,-0.008613,0.165747,49.6
2,1778095824.3766842,1,62706,0.001044,-0.008592,0.166004,49.6
2,1778095824.4137132,1,62742,0.001034,-0.008574,0.166103,49.6
2,1778095824.4668272,1,62796,0.001004,-0.008533,0.166332,49.6
2,1778095824.512809,1,62841,0.000972,-0.008489,0.166508,49.6
2,1778095824.5619268,1,62891,0.000932,-0.008422,0.166743,49.6
2,1778095824.6136117,1,62941,0.00089,-0.008343,0.166864,49.6
2,1778095824.661983,1,62991,0.000835,-0.008235,0.167134,49.6
2,1778095824.7157972,1,63041,0.000779,-0.008136,0.167291,49.6
2,1778095824.761755,1,63091,0.000696,-0.007994,0.167542,49.6
2,1778095824.8293598,1,63156,0.000575,-0.007807,0.167771,49.6
2,1778095824.8627336,1,63191,0.000506,-0.007699,0.167808,49.6
2,1778095824.9180095,1,63246,0.000394,-0.007515,0.167941,49.6
2,1778095824.9617438,1,63291,0.000298,-0.007354,0.168069,49.6
2,1778095825.013008,1,63341,0.000182,-0.007171,0.168275,49.6
2,1778095825.0624444,1,63391,6.7e-05,-0.007005,0.168441,49.6
2,1778095825.1116314,1,63441,-9e-05,-0.006798,0.168713,49.6
2,1778095825.161856,1,63491,-0.000237,-0.006616,0.168882,49.6
2,1778095825.2125978,1,63541,-0.000434,-0.006379,0.169045,49.6
2,1778095825.277539,1,63606,-0.000691,-0.006085,0.169329,49.6
2,1778095825.3121796,1,63641,-0.000835,-0.005925,0.1694,49.6
2,1778095825.3678014,1,63697,-0.00108,-0.005667,0.169678,49.6
2,1778095825.4115756,1,63741,-0.001293,-0.005447,0.169873,49.6
2,1778095825.4619489,1,63791,-0.001541,-0.005194,0.170237,49.6
2,1778095825.5137856,1,63842,-0.001799,-0.004923,0.170414,49.6
2,1778095825.5622275,1,63891,-0.002072,-0.004636,0.170626,49.6
2,1778095825.6123343,1,63941,-0.002296,-0.004392,0.170772,49.6
2,1778095825.6624649,1,63991,-0.00264,-0.004013,0.171093,49.6
2,1778095825.7303038,1,64056,-0.002996,-0.003615,0.171338,49.6
2,1778095825.7619798,1,64091,-0.00324,-0.003341,0.171354,49.6
2,1778095825.8185315,1,64147,-0.003596,-0.002948,0.171614,49.6
2,1778095825.8616123,1,64191,-0.003895,-0.002616,0.171789,49.6
2,1778095825.9126964,1,64241,-0.004205,-0.00228,0.172035,49.6
2,1778095825.961953,1,64292,-0.004593,-0.001859,0.172261,49.6
2,1778095826.0159156,1,64341,-0.004959,-0.001461,0.172573,49.6
2,1778095826.062766,1,64391,-0.005264,-0.001128,0.172761,49.6
2,1778095826.1117358,1,64441,-0.005694,-0.000651,0.173047,49.6
2,1778095826.177523,1,64507,-0.006223,-5e-05,0.173261,49.6
2,1778095826.211669,1,64541,-0.006543,0.000312,0.173287,49.6
2,1778095826.2675653,1,64597,-0.006997,0.000828,0.173491,49.6
2,1778095826.3166685,1,64641,-0.007372,0.001262,0.173625,49.6
2,1778095826.3717983,1,64691,-0.007793,0.001753,0.173834,49.6
2,1778095826.4129097,1,64742,-0.008228,0.002257,0.173981,49.6
2,1778095826.4617267,1,64791,-0.008671,0.002776,0.17414,49.6
2,1778095826.5118074,1,64841,-0.009036,0.003196,0.174285,49.6
2,1778095826.5617583,1,64891,-0.009551,0.003779,0.174493,49.6
2,1778095826.628924,1,64956,-0.010225,0.004544,0.174785,49.6
2,1778095826.6618752,1,64991,-0.010518,0.004874,0.174928,49.6
2,1778095826.7177484,1,65047,-0.011114,0.005539,0.175215,49.6
2,1778095826.761732,1,65091,-0.011575,0.006045,0.175405,49.6
2,1778095826.8119419,1,65141,-0.012105,0.00661,0.175683,49.6
2,1778095826.862777,1,65191,-0.012598,0.007125,0.1758,49.6
2,1778095826.9118445,1,65241,-0.013217,0.007765,0.176064,49.6
2,1778095826.9635007,1,65291,-0.013671,0.008236,0.176212,49.6
2,1778095827.0117605,1,65341,-0.01437,0.008955,0.176507,49.6
2,1778095827.0788956,1,65407,-0.015141,0.009759,0.176768,49.6
2,1778095827.1118183,1,65441,-0.015564,0.010201,0.176904,49.6
2,1778095827.1708102,1,65498,-0.01624,0.010896,0.177159,49.6
2,1778095827.2124207,1,65541,-0.016801,0.011478,0.177323,49.6
2,1778095827.2647743,1,65591,-0.017426,0.012135,0.177544,49.6
2,1778095827.3116748,1,65642,-0.017999,0.012734,0.177652,49.6
2,1778095827.362253,1,65691,-0.018703,0.013468,0.177847,49.6
2,1778095827.41149,1,65741,-0.019284,0.014073,0.177978,49.6
2,1778095827.4624562,1,65791,-0.020005,0.014825,0.178208,49.6
2,1778095827.5284672,1,65858,-0.020881,0.015724,0.178457,48.6
2,1778095827.5668526,1,65891,-0.021358,0.01621,0.178546,49.6
2,1778095827.6198573,1,65948,-0.022106,0.016974,0.178724,49.6
2,1778095827.6630547,1,65991,-0.022724,0.017609,0.178866,49.6
2,1778095827.7119246,1,66041,-0.023348,0.018253,0.179069,49.6
2,1778095827.7703257,1,66091,-0.024116,0.019052,0.179279,49.6
2,1778095827.811723,1,66141,-0.024824,0.019783,0.179501,49.6
2,1778095827.863279,1,66191,0.000132,-0.005288,0.179639,49.6
2,1778095827.9115314,1,66241,0.000545,-0.005647,0.179842,49.6
2,1778095827.978719,1,66308,0.000554,-0.005661,0.180037,49.6
2,1778095828.0155368,1,66341,0.000549,-0.005657,0.180166,49.6
2,1778095828.0688386,1,66398,0.000528,-0.005642,0.180476,49.6
2,1778095828.1126275,1,66441,0.000502,-0.005625,0.180629,49.6
2,1778095828.1616344,1,66492,0.000462,-0.005602,0.180771,49.6
2,1778095828.2131371,1,66542,0.000396,-0.005574,0.180894,49.6
2,1778095828.2679224,1,66591,0.000325,-0.005539,0.181019,49.6
2,1778095828.3133247,1,66641,0.000257,-0.005502,0.181131,49.6
2,1778095828.361819,1,66691,0.000153,-0.005445,0.181366,49.6
2,1778095828.4296653,1,66759,0.000518,-0.005692,0.18166,49.6
2,1778095828.4615316,1,66791,0.000517,-0.005692,0.181809,49.6
2,1778095828.5204618,1,66850,0.000517,-0.005692,0.182056,49.6
2,1778095828.5625794,1,66891,0.000507,-0.005691,0.182124,49.6
2,1778095828.611731,1,66942,0.000479,-0.005685,0.182272,49.6
2,1778095828.6617835,1,66992,0.000445,-0.00567,0.182462,49.6
2,1778095828.7116678,1,67041,0.000404,-0.005645,0.182678,49.6
2,1778095828.7617145,1,67091,0.000361,-0.005622,0.182816,49.6
2,1778095828.8137834,1,67141,0.000293,-0.005582,0.183053,49.6
2,1778095828.8797197,1,67208,0.00049,-0.005713,0.183271,49.6
2,1778095828.9118404,1,67241,0.00049,-0.005713,0.183302,49.6
2,1778095828.9707737,1,67298,0.000488,-0.0057,0.183542,49.6
2,1778095829.0116584,1,67341,0.000476,-0.005675,0.183688,49.6
2,1778095829.0615594,1,67391,0.000456,-0.005627,0.18393,49.6
2,1778095829.1124837,1,67441,0.000425,-0.005574,0.1841,49.6
2,1778095829.1618223,1,67491,0.00038,-0.0055,0.184305,49.6
2,1778095829.2155893,1,67541,0.000479,-0.005652,0.184391,49.6
2,1778095829.261488,1,67591,0.000497,-0.005671,0.184629,49.6
2,1778095829.3292184,1,67658,0.000488,-0.005656,0.184858,49.6
2,1778095829.3614745,1,67691,0.000478,-0.005648,0.184967,49.6
2,1778095829.4193945,1,67748,0.000457,-0.005632,0.185142,49.6
2,1778095829.4636014,1,67791,0.000431,-0.005615,0.185293,49.6
2,1778095829.5177596,1,67841,0.000394,-0.005591,0.185493,49.6
2,1778095829.5635638,1,67891,0.000343,-0.005555,0.185648,49.6
2,1778095829.6118438,1,67941,0.00028,-0.005505,0.185894,49.6
2,1778095829.6614463,1,67991,0.000216,-0.005454,0.185988,49.6
2,1778095829.7151656,1,68041,0.000111,-0.005369,0.186234,49.6
2,1778095829.780684,1,68109,-2.3e-05,-0.005245,0.1865,49.6
2,1778095829.8132322,1,68142,-8e-05,-0.00519,0.186586,49.6
2,1778095829.8697226,1,68199,-0.000204,-0.00507,0.186766,49.6
2,1778095829.912754,1,68241,-0.000292,-0.00498,0.1869,49.6
2,1778095829.961618,1,68292,-0.000409,-0.004863,0.187139,49.6
2,1778095830.013059,1,68341,-0.000544,-0.00474,0.187288,49.6
2,1778095830.0615456,1,68391,-0.000687,-0.004609,0.187444,49.6
2,1778095830.1136265,1,68441,0.000548,-0.00566,0.187609,49.6
2,1778095830.164866,1,68492,0.000627,-0.005754,0.187757,49.6
2,1778095830.2305365,1,68559,0.000629,-0.005755,0.187918,49.6
2,1778095830.2615051,1,68591,0.000626,-0.005749,0.188107,49.6
2,1778095830.3198912,1,68648,0.00061,-0.005727,0.188312,49.6
2,1778095830.3637385,1,68691,0.000584,-0.005697,0.188505,49.6
2,1778095830.4171424,1,68741,0.000548,-0.00566,0.188722,49.6
2,1778095830.4634078,1,68791,0.000495,-0.005616,0.188804,49.6
2,1778095830.5139163,1,68841,0.000421,-0.005566,0.188959,49.6
2,1778095830.5627658,1,68891,0.000603,-0.005705,0.189114,49.6
2,1778095830.6132665,1,68941,0.000635,-0.005736,0.189317,49.6
2,1778095830.6772625,1,69005,0.000636,-0.005738,0.189541,49.6
2,1778095830.7132175,1,69042,0.000635,-0.005738,0.18962,49.6
2,1778095830.773671,1,69098,0.000635,-0.005738,0.189806,49.6
2,1778095830.8123312,1,69141,0.000631,-0.005731,0.189994,49.6
2,1778095830.8614104,1,69191,0.000615,-0.00571,0.190172,49.6
2,1778095830.9118187,1,69241,0.000587,-0.005678,0.190318,49.6
2,1778095830.9627059,1,69291,0.000554,-0.005636,0.190528,49.6
2,1778095831.0159576,1,69341,0.000521,-0.005598,0.190672,49.6
2,1778095831.0626113,1,69391,0.000469,-0.005538,0.190891,49.6
2,1778095831.1318545,1,69459,0.000633,-0.005727,0.191129,49.6
2,1778095831.1614482,1,69491,0.000625,-0.005729,0.191162,49.6
2,1778095831.2235737,1,69548,0.0006,-0.005732,0.19135,49.6
2,1778095831.2615442,1,69591,0.000577,-0.005731,0.191494,49.6
2,1778095831.3196533,1,69641,0.000556,-0.005724,0.191695,49.6
2,1778095831.3616765,1,69691,0.000535,-0.005706,0.19184,49.6
2,1778095831.4114861,1,69741,0.000508,-0.00568,0.192005,49.6
2,1778095831.4643414,1,69791,0.000609,-0.005779,0.192109,49.6
2,1778095831.5119088,1,69841,0.000638,-0.005798,0.192377,49.6
2,1778095831.5802479,1,69909,0.000615,-0.005771,0.192537,49.6
2,1778095831.6169136,1,69941,0.000601,-0.005753,0.192618,49.6
2,1778095831.6707187,1,70001,0.000565,-0.005711,0.192814,49.6
2,1778095831.7116385,1,70041,0.000538,-0.005672,0.192968,49.6
2,1778095831.7627678,1,70092,0.000498,-0.005625,0.193161,49.6
2,1778095831.8113995,1,70141,0.000456,-0.005583,0.193315,49.6
2,1778095831.8614142,1,70191,0.000391,-0.005523,0.193577,49.6
2,1778095831.9115305,1,70241,0.000628,-0.005722,0.193756,49.6
2,1778095831.9651477,1,70291,0.000682,-0.00576,0.193961,49.6
2,1778095832.031228,1,70359,0.000681,-0.00576,0.194265,49.6
2,1778095832.0614378,1,70391,0.000673,-0.005758,0.194316,49.6
2,1778095832.1225321,1,70449,0.000646,-0.005744,0.194533,49.6
2,1778095832.1620862,1,70491,0.000619,-0.005727,0.194657,49.6
2,1778095832.2163634,1,70542,0.000577,-0.005707,0.194911,49.6
2,1778095832.263286,1,70592,0.000527,-0.00568,0.195076,49.6
2,1778095832.3113303,1,70641,0.000465,-0.005637,0.195247,49.6
2,1778095832.3622315,1,70691,0.000409,-0.005594,0.195345,49.6
2,1778095832.41168,1,70741,0.000321,-0.005525,0.1956,49.6
2,1778095832.4812891,1,70809,0.000205,-0.005425,0.195772,49.6
2,1778095832.5112665,1,70841,0.00015,-0.005376,0.195942,49.6
2,1778095832.5694625,1,70899,3.3e-05,-0.005277,0.196168,49.6
2,1778095832.613534,1,70941,-6.9e-05,-0.005191,0.196334,49.6
2,1778095832.6613228,1,70991,-0.000177,-0.005099,0.196424,49.6
2,1778095832.7112916,1,71041,-0.000332,-0.004972,0.196562,49.6
2,1778095832.76129,1,71091,-0.000469,-0.004859,0.196737,49.6
2,1778095832.8122401,1,71141,0.000642,-0.005852,0.196875,49.6
2,1778095832.862189,1,71191,0.000721,-0.005926,0.197087,49.6
2,1778095832.932353,1,71242,0.000723,-0.005929,0.197226,49.6
2,1778095832.9638145,1,71291,0.000723,-0.005929,0.197436,49.6
2,1778095833.0233476,1,71349,0.000723,-0.005929,0.197676,49.6
2,1778095833.0658026,1,71391,0.000724,-0.005929,0.19779,49.6
2,1778095833.111417,1,71442,0.000723,-0.005929,0.19799,49.6
2,1778095833.16367,1,71491,0.000709,-0.005921,0.19813,49.6
2,1778095833.211831,1,71541,0.000679,-0.005907,0.19832,49.6
2,1778095833.2614124,1,71591,0.000638,-0.005882,0.198506,49.6
2,1778095833.3113873,1,71641,0.000578,-0.005844,0.198708,49.6
2,1778095833.3805394,1,71692,0.000519,-0.005809,0.198863,49.6
2,1778095833.4144924,1,71741,0.000405,-0.005748,0.199017,49.6
2,1778095833.4764657,1,71799,0.00029,-0.005686,0.19927,49.6
2,1778095833.5118124,1,71841,0.000216,-0.005638,0.199398,49.6
2,1778095833.5661356,1,71891,8.8e-05,-0.00555,0.199586,49.6
2,1778095833.614992,1,71941,-3.1e-05,-0.005471,0.19965,49.6
2,1778095833.6639247,1,71991,-0.000188,-0.005359,0.199866,49.6
2,1778095833.723363,1,72042,0.00056,-0.005915,0.200041,49.6
2,1778095833.762912,1,72091,0.000607,-0.005949,0.200327,49.6
2,1778095833.830573,1,72141,0.000592,-0.005932,0.200427,49.6
2,1778095833.8645482,1,72191,0.000564,-0.005888,0.200664,49.6
2,1778095833.9214847,1,72249,0.000523,-0.005847,0.200843,49.6
2,1778095833.9634285,1,72291,0.000478,-0.005805,0.200979,49.6
2,1778095834.0132382,1,72341,0.000404,-0.005742,0.201147,49.6
2,1778095834.06286,1,72391,0.000641,-0.005932,0.201322,49.6
2,1778095834.1137636,1,72441,0.000656,-0.005936,0.201571,49.6
2,1778095834.1633823,1,72491,0.000628,-0.005923,0.20177,49.6
2,1778095834.213587,1,72541,0.000585,-0.005908,0.201947,49.6
2,1778095834.282705,1,72592,0.000544,-0.005895,0.202036,49.6
2,1778095834.3113751,1,72641,0.000458,-0.005868,0.202184,49.6
2,1778095834.3718271,1,72700,0.000362,-0.005831,0.202439,49.6
2,1778095834.4163928,1,72741,0.000613,-0.005933,0.202519,49.6
2,1778095834.4618688,1,72792,0.000631,-0.005939,0.202726,49.6
2,1778095834.5121872,1,72841,0.000633,-0.005939,0.202919,49.6
2,1778095834.5632112,1,72891,0.000633,-0.005939,0.203053,49.6
2,1778095834.6115193,1,72941,0.000633,-0.005939,0.203159,49.6
2,1778095834.6617036,1,72992,0.000634,-0.005939,0.203349,49.6
2,1778095834.7138767,1,73041,0.000634,-0.00594,0.20346,49.6
2,1778095834.7613804,1,73091,0.000634,-0.00594,0.203714,49.6
2,1778095834.8221557,1,73152,0.000634,-0.00594,0.203884,49.6
2,1778095834.8624365,1,73191,0.000635,-0.00594,0.204009,49.6
2,1778095834.911712,1,73242,0.000635,-0.00594,0.20417,49.6
2,1778095834.9613726,1,73291,0.000635,-0.00594,0.204353,49.6
2,1778095835.012802,1,73341,0.000635,-0.00594,0.204512,49.6
2,1778095835.062423,1,73391,0.000635,-0.00594,0.204727,49.6
2,1778095835.1154547,1,73441,0.000634,-0.005936,0.204912,49.6
2,1778095835.1667926,1,73491,0.000626,-0.005925,0.205045,49.6
2,1778095835.2128685,1,73541,0.000605,-0.005896,0.205298,49.6
2,1778095835.2721875,1,73601,0.000568,-0.005856,0.20556,49.6
2,1778095835.320402,1,73641,0.000537,-0.005829,0.205718,49.6
2,1778095835.3626876,1,73692,0.000494,-0.005791,0.205884,49.6
2,1778095835.4114099,1,73741,0.000441,-0.005738,0.205992,49.6
2,1778095835.462174,1,73791,0.000379,-0.005679,0.206178,49.6
2,1778095835.5127127,1,73841,0.000302,-0.005605,0.206271,49.6
2,1778095835.5627146,1,73891,0.000218,-0.005531,0.206477,49.6
2,1778095835.6114914,1,73941,0.00014,-0.005462,0.206626,49.6
2,1778095835.6615622,1,73991,-1.1e-05,-0.005336,0.206872,49.6
2,1778095835.7258027,1,74052,-0.00017,-0.00521,0.207078,49.6
2,1778095835.761311,1,74091,-0.000272,-0.00513,0.207229,49.6
2,1778095835.8125887,1,74141,-0.000442,-0.004994,0.207451,49.6
2,1778095835.863515,1,74191,-0.000607,-0.004859,0.207625,49.6
2,1778095835.9115489,1,74241,-0.000782,-0.004714,0.207851,49.6
2,1778095835.9643931,1,74291,-0.000975,-0.004565,0.207987,49.6
2,1778095836.014203,1,74341,-0.001182,-0.004407,0.208195,49.6
2,1778095836.062328,1,74391,-0.001333,-0.004293,0.208289,49.6
2,1778095836.11273,1,74441,-0.001625,-0.00407,0.208553,49.6
2,1778095836.1723423,1,74502,-0.001905,-0.003852,0.208685,49.6
2,1778095836.2128277,1,74541,0.000549,-0.005843,0.208831,49.6
2,1778095836.2623808,1,74592,0.000593,-0.005896,0.209049,49.6
2,1778095836.3141313,1,74641,0.000576,-0.005891,0.209237,49.6
2,1778095836.3612983,1,74691,0.000541,-0.005888,0.209462,49.6
2,1778095836.4148855,1,74741,0.000502,-0.005882,0.209577,49.6
2,1778095836.4614623,1,74791,0.000452,-0.005872,0.20972,49.6
2,1778095836.5116284,1,74842,0.000416,-0.005863,0.209817,49.6
2,1778095836.5612934,1,74891,0.000344,-0.005833,0.210056,49.6
2,1778095836.6334374,1,74952,0.000257,-0.005796,0.210292,49.6
2,1778095836.6677225,1,74991,0.000181,-0.00577,0.210457,49.6
2,1778095836.7147744,1,75042,7.3e-05,-0.005731,0.210664,49.6
2,1778095836.761451,1,75091,-4.5e-05,-0.005687,0.210782,49.6
2,1778095836.8129532,1,75141,-0.000174,-0.005635,0.211001,49.6
2,1778095836.8618796,1,75191,-0.000299,-0.005583,0.211125,49.6
2,1778095836.911401,1,75241,-0.00046,-0.005513,0.211424,49.6
2,1778095836.9617112,1,75291,-0.000561,-0.005463,0.211527,49.6
2,1778095837.0122793,1,75341,-0.000761,-0.005359,0.211811,49.6
2,1778095837.0729625,1,75402,-0.000954,-0.005257,0.211995,49.6
2,1778095837.111827,1,75441,-0.001121,-0.005164,0.212192,49.6
2,1778095837.1614609,1,75492,-0.001317,-0.005049,0.212383,49.6
2,1778095837.2126863,1,75541,0.000426,-0.006119,0.21258,49.6
2,1778095837.2628334,1,75591,0.000466,-0.006134,0.212749,49.6
2,1778095837.3132594,1,75641,0.000473,-0.006136,0.212937,49.6
2,1778095837.3620133,1,75691,0.000473,-0.006136,0.213178,49.6
2,1778095837.4115248,1,75741,0.000473,-0.006136,0.213289,49.6
2,1778095837.461216,1,75791,0.000472,-0.006136,0.213526,49.6
2,1778095837.5230625,1,75853,0.000471,-0.006136,0.213843,49.6
2,1778095837.5612211,1,75891,0.000465,-0.006134,0.214,49.6
2,1778095837.61687,1,75942,0.000454,-0.006126,0.21424,49.6
2,1778095837.6626966,1,75991,0.000433,-0.006105,0.214429,49.6
2,1778095837.713575,1,76041,0.000406,-0.006075,0.214635,49.6
2,1778095837.7617643,1,76091,0.000377,-0.006038,0.214774,49.6
2,1778095837.8113916,1,76141,0.000323,-0.005975,0.215051,49.6
2,1778095837.861323,1,76191,0.000277,-0.00593,0.215167,49.6
2,1778095837.9117367,1,76241,0.00017,-0.005838,0.215484,49.6
2,1778095837.9741788,1,76303,6.3e-05,-0.005743,0.215778,49.6
2,1778095838.011355,1,76341,-1.350073e-06,-0.005686,0.215862,49.6
2,1778095838.0631838,1,76392,-0.000112,-0.005583,0.216056,49.6
2,1778095838.1112738,1,76441,-0.000226,-0.005476,0.216279,49.6
2,1778095838.1613836,1,76491,-0.000346,-0.005359,0.216464,49.6
2,1778095838.2113001,1,76541,-0.000463,-0.005247,0.216641,49.6
2,1778095838.2613506,1,76592,-0.000619,-0.0051,0.216896,49.6
2,1778095838.3113215,1,76641,-0.000726,-0.005003,0.217021,49.6
2,1778095838.361342,1,76691,-0.000935,-0.004806,0.217184,49.6
2,1778095838.428067,1,76753,0.00051,-0.006205,0.217439,49.6
2,1778095838.4615192,1,76791,0.000503,-0.006199,0.217605,49.6
2,1778095838.514037,1,76843,0.000481,-0.006191,0.217817,49.6
2,1778095838.5612416,1,76891,0.000455,-0.006177,0.217974,49.6
2,1778095838.611207,1,76941,0.000419,-0.006155,0.21823,49.6
2,1778095838.663241,1,76991,0.000381,-0.006126,0.218366,49.6
2,1778095838.711239,1,77041,0.000336,-0.006093,0.218613,49.6
2,1778095838.7617486,1,77092,0.0003,-0.006067,0.21874,49.6
2,1778095838.812285,1,77141,0.000232,-0.006001,0.219005,49.6
2,1778095838.873507,1,77203,0.000159,-0.00592,0.219181,50.6
2,1778095838.913264,1,77241,0.000102,-0.005858,0.219307,49.6
2,1778095838.9647694,1,77293,2e-05,-0.005774,0.219442,49.6
2,1778095839.0112412,1,77341,-7.1e-05,-0.005684,0.219601,49.6
2,1778095839.0622485,1,77391,-0.000163,-0.005591,0.219823,49.6
2,1778095839.1112041,1,77441,-0.000286,-0.005477,0.220022,49.6
2,1778095839.1617541,1,77492,-0.000437,-0.005337,0.220259,49.6
2,1778095839.2117622,1,77541,-0.000541,-0.005236,0.220368,49.6
2,1778095839.2612693,1,77591,-0.000748,-0.005036,0.22063,49.6
2,1778095839.3244016,1,77653,-0.000958,-0.00484,0.220799,49.6
2,1778095839.361742,1,77691,-0.001112,-0.004702,0.220842,49.6
2,1778095839.4143083,1,77743,-0.001319,-0.004524,0.221071,49.6
2,1778095839.4650745,1,77791,0.000806,-0.006407,0.221238,49.6
2,1778095839.5117457,1,77841,0.000833,-0.006434,0.221418,49.6
2,1778095839.561618,1,77891,0.000835,-0.006436,0.221625,49.6
2,1778095839.6114283,1,77942,0.000835,-0.006436,0.221748,49.6
2,1778095839.6627753,1,77991,0.000835,-0.006436,0.221864,49.6
2,1778095839.7138684,1,78041,0.000835,-0.006436,0.222122,49.6
2,1778095839.7749991,1,78104,0.000835,-0.006436,0.222377,49.6
2,1778095839.8115678,1,78141,0.000833,-0.006434,0.222492,49.6
2,1778095839.8677888,1,78195,0.000822,-0.006417,0.222742,49.6
2,1778095839.9114273,1,78241,0.000802,-0.006395,0.222879,49.6
2,1778095839.961867,1,78291,0.000772,-0.006367,0.223096,49.6
2,1778095840.0113003,1,78341,0.000741,-0.00634,0.223246,49.6
2,1778095840.066648,1,78391,0.000693,-0.006297,0.22347,49.6
2,1778095840.1126375,1,78441,0.000657,-0.006259,0.223602,49.6
2,1778095840.1618044,1,78491,0.000563,-0.006176,0.223893,49.6
2,1778095840.22528,1,78554,0.000448,-0.006079,0.224093,49.6
2,1778095840.2623072,1,78591,0.00039,-0.006031,0.22417,49.6
2,1778095840.3149827,1,78644,0.000264,-0.005924,0.224403,49.6
2,1778095840.3618755,1,78691,0.000163,-0.005838,0.224587,49.6
2,1778095840.411709,1,78741,4.7e-05,-0.005742,0.224797,49.6
2,1778095840.4632375,1,78791,-6.2e-05,-0.005651,0.224952,49.6
2,1778095840.511935,1,78841,-0.00019,-0.005528,0.225141,49.6
2,1778095840.5629086,1,78891,-0.000276,-0.005443,0.225231,49.6
2,1778095840.6112406,1,78941,0.000657,-0.006376,0.22549,49.6
2,1778095840.6776233,1,79004,0.000659,-0.006376,0.225767,49.6
2,1778095840.7111833,1,79041,0.000653,-0.006376,0.225813,49.6
2,1778095840.7655902,1,79094,0.000635,-0.006376,0.226057,49.6
2,1778095840.811218,1,79141,0.00061,-0.00637,0.2262,49.6
2,1778095840.8616462,1,79191,0.000575,-0.006342,0.226385,49.6
2,1778095840.91122,1,79241,0.000532,-0.006294,0.226574,49.6
2,1778095840.9629216,1,79291,0.000481,-0.00624,0.226803,49.6
2,1778095841.0137148,1,79341,0.000419,-0.006192,0.226958,49.6
2,1778095841.0625825,1,79391,0.000332,-0.006126,0.22723,49.6
2,1778095841.1256368,1,79455,0.000211,-0.006038,0.227511,49.6
2,1778095841.174793,1,79491,0.000136,-0.005976,0.227609,49.6
2,1778095841.215206,1,79544,1.2e-05,-0.005862,0.227818,49.6
2,1778095841.2613335,1,79591,-8.1e-05,-0.005755,0.228029,49.6
2,1778095841.31293,1,79641,-0.000166,-0.00564,0.228283,49.6
2,1778095841.3611836,1,79692,-0.000285,-0.005501,0.228488,49.6
2,1778095841.4134364,1,79741,-0.000399,-0.005386,0.228651,49.6
2,1778095841.461146,1,79791,-0.00049,-0.005302,0.228795,49.6
2,1778095841.5112536,1,79841,-0.000642,-0.005169,0.229005,49.6
2,1778095841.5781872,1,79903,-0.000803,-0.004996,0.229239,50.6
2,1778095841.6118324,1,79941,-0.000907,-0.004863,0.229319,49.6
2,1778095841.6637359,1,79993,0.000369,-0.006473,0.229521,49.6
2,1778095841.71124,1,80041,0.000394,-0.006464,0.229702,49.6
2,1778095841.7624674,1,80091,0.000396,-0.006464,0.229903,49.6
2,1778095841.8186362,1,80142,0.000396,-0.006465,0.230041,49.6
2,1778095841.862375,1,80191,0.000396,-0.006465,0.230229,49.6
2,1778095841.912376,1,80241,0.000395,-0.006465,0.230375,49.6
2,1778095841.9621239,1,80291,0.000395,-0.006465,0.23058,49.6
2,1778095842.0267167,1,80355,0.000383,-0.006462,0.230902,49.6
2,1778095842.063222,1,80391,0.000367,-0.00647,0.231055,49.6
2,1778095842.1151443,1,80444,0.000318,-0.006487,0.231275,49.6
2,1778095842.1625116,1,80491,0.00028,-0.006485,0.231431,49.6
2,1778095842.211274,1,80541,0.000246,-0.006453,0.231654,49.6
2,1778095842.2622445,1,80591,0.000214,-0.006398,0.23181,49.6
2,1778095842.3116453,1,80641,0.000178,-0.006336,0.232023,49.6
2,1778095842.3620625,1,80691,0.000144,-0.006301,0.232153,49.6
2,1778095842.4127002,1,80741,6.6e-05,-0.006257,0.232432,49.6
2,1778095842.4754214,1,80805,-4.7e-05,-0.006192,0.232679,49.6
2,1778095842.5118504,1,80841,-9.5e-05,-0.00615,0.232794,49.6
2,1778095842.5672436,1,80895,-0.000191,-0.006029,0.23308,49.6
2,1778095842.6127868,1,80942,-0.000269,-0.005926,0.233264,49.6
2,1778095842.661559,1,80991,-0.000363,-0.005818,0.233512,49.6
2,1778095842.7137837,1,81041,-0.000459,-0.005733,0.233619,49.6
2,1778095842.7611523,1,81091,-0.000591,-0.005631,0.233797,49.6
2,1778095842.8138304,1,81141,-0.000687,-0.005541,0.233941,50.6
2,1778095842.8673108,1,81192,-0.000842,-0.005379,0.234161,49.6
2,1778095842.9255595,1,81255,0.000385,-0.006752,0.234453,50.6
2,1778095842.9611561,1,81291,0.000377,-0.006754,0.234616,49.6
